artists,album_name,track_name,danceability,energy,track_genre
Masaharu Fukuyama,Good night,Good night,0.522,0.498,acoustic
Zack Tabudlo,As You Are,As You Are,0.715,0.438,acoustic
Zack Tabudlo,Episode,Binibini,0.642,0.374,acoustic
Sara Farell,#Covers,It Aint Me,0.354,0.415,acoustic
A Great Big World,Is There Anybody Out There?,Say Something,0.447,0.158,acoustic
Ingrid Michaelson;AJR,The Lotto,The Lotto,0.687,0.748,acoustic
Rodrigo y Gabriela,Rodrigo Y Gabriela,Tamacun,0.588,0.914,acoustic
Andrew Belle,The Ladder,Make It Without You,0.456,0.205,acoustic
Priscilla Ahn,A Good Day,Dream,0.512,0.248,acoustic
JJ Heller,"Big Love, Small Moments","Big Love, Small Moments",0.582,0.282,acoustic
Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,I Am Not Alone,0.568,0.18,acoustic
Joshua Hyslop,Echos,Stand Your Ground,0.71,0.271,acoustic
Front Porch Step,I Never Loved Before I Found You,Perfect Man,0.574,0.704,acoustic
Takehara Pistol,It's My Life,あ。っという間はあるさ,0.64,0.895,acoustic
Eric Hutchinson,Pure Fiction,Tell The World,0.669,0.854,acoustic
Brett Dennen,So Much More (Special Edition),Ain't No Reason,0.615,0.358,acoustic
Rail Yard Ghosts,Songs from the Lowdown,A Month from Now,0.415,0.619,acoustic
Five For Fighting,Bookmarks,What If,0.565,0.895,acoustic
The Bridge City Sinners,Bridge City Sinners,Pussy Cat,0.586,0.702,acoustic
Frank Turner,Tape Deck Heart (Deluxe Edition),Polaroid Picture,0.564,0.604,acoustic
Matt Costa,sadsadchristmas,I Bet On Flying High,0.543,0.359,acoustic
Matt Costa,Christmas Vibes But Not Christmas Songs,I Bet On Flying High,0.543,0.359,acoustic
Matt Costa,Acoustic Christmas Campfire,I Bet On Flying High,0.543,0.359,acoustic
Jonah Baker,Mirrors (Acoustic),Mirrors - Acoustic,0.638,0.287,acoustic
Aqualung;Kina Grannis,10 Futures,To the Wonder (feat. Kina Grannis),0.515,0.46,acoustic
Jonah Baker,Stay - Acoustic,Stay - Acoustic,0.622,0.221,acoustic
Ichiko Aoba,マホロボシヤ,太陽さん,0.44,0.0353,acoustic
Kina Grannis,Oh What A Love,Oh What A Love,0.457,0.064,acoustic
Meiko,The Bright Side,Leave The Lights On,0.649,0.821,acoustic
Erin McCarley,I Won't Let You Down,I Won't Let You Down,0.495,0.329,acoustic
Jason Mraz,Look For The Good,Look For The Good (Single Version),0.71,0.615,acoustic
Isabella Celander,Stargazing,Stargazing,0.69,0.204,acoustic
Roses & Frey,Bad Liar,Bad Liar,0.596,0.195,acoustic
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",Is It You,0.66,0.743,acoustic
Us The Duo,Slow Down Time,Slow Down Time,0.733,0.657,acoustic
Amber Leigh Irish,Simply Acoustic,2002 - Acoustic,0.589,0.296,acoustic
Jess Penner,"Love, Love, Love",Sweeter,0.686,0.377,acoustic
Daniel Robinson,Heat Waves (Acoustic),Heat Waves - Acoustic,0.659,0.338,acoustic
Yosui Inoue;Tamio Okuda,ショッピング,アジアの純真,0.732,0.83,acoustic
Jonah Baker;Celine,If the World Was Ending (Acoustic),If the World Was Ending - Acoustic,0.522,0.202,acoustic
Greg Laswell,Three Flights From Alto Nido,Comes And Goes (In Waves),0.565,0.698,acoustic
Masaharu Fukuyama,残響,ながれ星,0.474,0.408,acoustic
Blame Jones,Acoustic Versions,Dusk Till Dawn - Acoustic,0.543,0.244,acoustic
Ben Woodward,Don't Wanna Leave You,Don't Wanna Leave You,0.672,0.644,acoustic
Stephen Speaks,Passenger Seat,Passenger Seat,0.515,0.769,acoustic
Matt White,Best Days,Love,0.759,0.684,acoustic
Boyce Avenue,"Cover Sessions, Vol. 6",Hallelujah,0.62,0.21,acoustic
Madi Diaz,Phantom,Ashes,0.497,0.254,acoustic
Masaharu Fukuyama,残響,明日の☆SHOW,0.644,0.603,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Love Me Like You Do,0.45,0.254,acoustic
Canyon City,Bluebird,Lost Sparks,0.548,0.3,acoustic
Tristan Prettyman,Back to Home,Who We Are,0.521,0.507,acoustic
Masaharu Fukuyama,SING A SONG,Heart (Original Version),0.587,0.842,acoustic
JJ Heller,It'll Be Alright,It'll Be Alright,0.543,0.324,acoustic
Ingrid Michaelson,Everybody,Everybody,0.742,0.636,acoustic
Mark Oblea,Kabilugan Ng Buwan,Kabilugan Ng Buwan,0.707,0.402,acoustic
Ingrid Michaelson,Be OK,Keep Breathing,0.52,0.308,acoustic
Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",Fast Car,0.392,0.251,acoustic
Boyce Avenue,"Cover Sessions, Vol. 2",Just the Way You Are,0.531,0.296,acoustic
Andrew Belle,The Ladder,The Ladder,0.681,0.608,acoustic
Masaharu Fukuyama,HELLO,HELLO (Original Version),0.569,0.861,acoustic
Hanare Gumi,だれそかれそ,接吻,0.707,0.296,acoustic
Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),Can't Keep It Inside,0.519,0.0646,acoustic
Hanare Gumi,音タイム,明日天気になれ,0.608,0.705,acoustic
Masaharu Fukuyama,IT'S ONLY LOVE,IT'S ONLY LOVE,0.585,0.734,acoustic
Masaharu Fukuyama,虹/ひまわり/それがすべてさ,それがすべてさ,0.527,0.89,acoustic
A Great Big World,Is There Anybody Out There? - Track by Track Commentary,I Don't Wanna Love Somebody Else,0.495,0.22,acoustic
RENT STRIKE,Burn It All!,Burn It All!,0.628,0.424,acoustic
Brandi Carlile,Onward (Original Motion Picture Soundtrack),Carried Me With You,0.639,0.666,acoustic
Mischief Brew,This Is Not for Children,"O, Pennsyltucky!",0.245,0.624,acoustic
Frank Turner,No Man's Land,"I Believed You, William Blake",0.387,0.526,acoustic
Get Dead,Dancing with the Curse,Pepperspray,0.539,0.675,acoustic
Get Dead,Dancing with the Curse,Stickup,0.487,0.837,acoustic
Grace George,Heaven (Acoustic),Heaven - Acoustic,0.529,0.24,acoustic
Jack Savoretti,Days Gone (Original Soundtrack),Soldier's Eyes,0.666,0.289,acoustic
Ichiko Aoba,Asleep Among Endives,Asleep Among Endives,0.451,0.0318,acoustic
Thomas Daniel,Symphony,Symphony - Acoustic,0.359,0.208,acoustic
Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",When I Was Your Man,0.403,0.237,acoustic
Amber Leigh Irish,Save Your Tears (Acoustic),Save Your Tears - Acoustic,0.693,0.111,acoustic
Gen Hoshino,POP VIRUS,Koi,0.598,0.819,acoustic
Richard Walters,A.M.,July Bones,0.596,0.27,acoustic
Kaiak;Viktoria Tolstoy,Autumn Breeze,Autumn Breeze,0.589,0.334,acoustic
Boyce Avenue,Save Your Tears,Save Your Tears,0.735,0.275,acoustic
Bailey Rushlow,You're Still The One (Acoustic),You're Still The One - Acoustic,0.605,0.168,acoustic
Kina Grannis,Somebody Loved,Somebody Loved,0.612,0.107,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Rise,0.568,0.177,acoustic
John Adams,Bohemian Rhapsody (Acoustic),Bohemian Rhapsody - Acoustic,0.451,0.0665,acoustic
Amber Leigh Irish,As It Was (Acoustic),As It Was - Acoustic,0.595,0.0477,acoustic
Canyon City,Wish List,Wish List,0.307,0.11,acoustic
Chord Overstreet,Beautiful Disaster,Beautiful Disaster,0.3,0.27,acoustic
Wayne Mack,Fake a smile,Fake a smile,0.731,0.191,acoustic
Aimyon,Momentary Sixth Sense,Marigold,0.545,0.745,acoustic
Sungha Jung,Irony,River Flows In You,0.356,0.23,acoustic
Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),Kill Me Pretty,0.432,0.796,acoustic
Us The Duo,No Matter Where You Are,No Matter Where You Are,0.693,0.664,acoustic
Ben Rector,The Walking in Between,I Like You,0.624,0.334,acoustic
Parachute,Losing Sleep,The Mess I Made,0.423,0.572,acoustic
Zee Avi,Zee Avi's Nightlight,Dream a Little Dream of Me,0.555,0.0879,acoustic
Joshua Radin,"Here, Right Now","Here, Right Now",0.496,0.391,acoustic
Boyce Avenue,Wonderful Tonight,Wonderful Tonight,0.671,0.299,acoustic
Gabrielle Aplin,English Rain,Salvation,0.379,0.267,acoustic
Jon Bryant,Twenty Something,Wilderness,0.499,0.209,acoustic
Masaharu Fukuyama,Calling,恋人 (Original Version),0.649,0.336,acoustic
Bailey Pelkman;Randy Rektor,Acoustic Duets,I Just Called To Say I Love You,0.746,0.257,acoustic
A Great Big World;Christina Aguilera,Particles,Fall on Me,0.393,0.268,acoustic
John Frusciante,Shadows Collide With People,Song To Sing When I'm Lonely,0.629,0.673,acoustic
Ron Pope,Daylight,A Drop In the Ocean,0.458,0.363,acoustic
Tres Hermanas,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,0.452,0.268,acoustic
Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,Message (Original Version),0.616,0.791,acoustic
Matt Johnson,"Acoustic Hits, Vol. 3",Beautiful In White,0.619,0.278,acoustic
The Mayries,#Acoustic #2,Heaven Is a Place on Earth,0.634,0.176,acoustic
Stephen Speaks,No More Doubt,Passenger Seat (Acoustic),0.549,0.437,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed - Humming Version,0.292,0.339,acoustic
Dave Van Ronk,Folksinger,"Hang Me, Oh Hang Me",0.504,0.0273,acoustic
John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,The Afterglow,0.636,0.869,acoustic
Frank Turner,West Coast vs. Wessex,Eat the Meek,0.486,0.913,acoustic
Joy Williams,Front Porch,The Trouble with Wanting,0.396,0.198,acoustic
Ray LaMontagne,Gossip In The Grain,You Are the Best Thing,0.578,0.727,acoustic
Mischief Brew,Bacchanal 'N' Philadelphia,Boycott Me!,0.684,0.509,acoustic
Days N Daze;Freddie Boatright,Crustfall,To Risk to Live,0.623,0.567,acoustic
The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 1",0.228,0.574,acoustic
Zee Avi,Acoustic Christmas Campfire,No Christmas For Me,0.809,0.313,acoustic
Get Dead,Tall Cans & Loose Ends,This One's for Johnny,0.482,0.772,acoustic
Highland Peak,Graveyard,Graveyard - Acoustic,0.425,0.249,acoustic
Ichiko Aoba,amuletum bouquet,bouquet,0.298,0.044,acoustic
Aoi Teshima,Highlights from Aoi Works II,こころをこめて,0.468,0.254,acoustic
AcousticTrench,Paradise,Paradise,0.507,0.191,acoustic
Parachute,Parachute,Better,0.515,0.249,acoustic
Matt Nathanson,American Wedding,Laid,0.565,0.89,acoustic
Lee DeWyze,Oil & Water,Same For You,0.635,0.433,acoustic
Clementine Duo,2U (Acoustic Version),2U - Acoustic Version,0.657,0.192,acoustic
Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,0.459,0.14,acoustic
Brandon Chase,I'll Say I Do,I'll Say I Do,0.391,0.31,acoustic
Bailey Jehl,Anyone,Anyone,0.371,0.208,acoustic
Gabrielle Aplin,English Rain,Start of Time,0.453,0.461,acoustic
Zack Tabudlo,In The Mood For Love,Give Me Your Forever,0.627,0.363,acoustic
Bailey Jehl,Heat Waves,Heat Waves,0.706,0.248,acoustic
Clementine Duo,There She Goes,There She Goes,0.724,0.28,acoustic
Joshua Hyslop,Wells,Wells,0.535,0.444,acoustic
Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,0.658,0.125,acoustic
Andrew Foy;Renee Foy,Afterglow,Afterglow,0.711,0.168,acoustic
Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Burn The Rain,0.504,0.415,acoustic
Us The Duo,Just Love,Already Mine,0.309,0.175,acoustic
Hanare Gumi,オアシス,きみはぼくのともだち,0.628,0.027,acoustic
Gabrielle Aplin,Never Be the Same,Never Be the Same,0.49,0.674,acoustic
Austin Basham,You and Me for Now,All Is Well,0.316,0.413,acoustic
Gabrielle Aplin,Dear Happy,My Mistake,0.47,0.271,acoustic
Us The Duo,Us,Near Or Far,0.515,0.317,acoustic
Drew Holcomb & The Neighbors,Without a Light,Without a Light,0.493,0.435,acoustic
Parachute,Wide Awake,Lonely With Me,0.589,0.809,acoustic
Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",Time After Time,0.313,0.321,acoustic
Eastmountainsouth,Eastmountainsouth,So Are You To Me,0.302,0.0783,acoustic
Peter Bradley Adams,A Face Like Mine,My Arms Were Always Around You,0.643,0.436,acoustic
The Civil Wars,Barton Hollow,Dance Me to the End of Love - Bonus,0.482,0.178,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Photographs,0.539,0.353,acoustic
Suy Galvez,Bossa Best,Baby Now That I Found You,0.707,0.531,acoustic
Suy Galvez,Bossa Best,Right Here Waiting,0.707,0.467,acoustic
Howlin' Wolf,Moanin' In The Moonlight,Smokestack Lightnin',0.661,0.342,acoustic
Stephen Speaks,No More Doubt,Passenger Seat,0.523,0.554,acoustic
Buddy Guy;Bonnie Raitt,Feels Like Rain,Feels Like Rain (feat. Bonnie Raitt),0.572,0.348,acoustic
Mance Lipscomb,The Best of Mance Lipscomb,Sugar Babe,0.554,0.4,acoustic
Violent Femmes,Violent Femmes,Blister In The Sun,0.726,0.537,acoustic
Days N Daze,The Oogle Deathmachine,"Little Blue Pills, Pt. 2",0.501,0.672,acoustic
Drei Rana;Selena Marie,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,0.505,0.462,acoustic
Frank Turner,West Coast vs. Wessex,Bob,0.415,0.713,acoustic
Harley Poe,Have a Great Life.,Psycho,0.458,0.823,acoustic
Frank Turner,West Coast vs. Wessex,Perfect Government,0.474,0.876,acoustic
The Bridge City Sinners,Unholy Hymns,The Fear,0.444,0.674,acoustic
Ben Rector,The Joy of Music,Living My Best Life,0.566,0.733,acoustic
Frank Turner,FTHC (Deluxe),Haven't Been Doing So Well,0.367,0.892,acoustic
The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 2",0.258,0.729,acoustic
Brandi Carlile;Lucius,In These Silent Days,You and Me On The Rock (feat. Lucius),0.568,0.686,acoustic
Get Dead,Dancing with the Curse,Glitch,0.571,0.696,acoustic
Jonah Baker,A Thousand Years (Acoustic),A Thousand Years - Acoustic,0.385,0.114,acoustic
Trevor Hall;Marieme,2 Oceans,2 Oceans,0.588,0.569,acoustic
Ben Woodward,Golden Hour,Golden Hour - Acoustic Piano,0.276,0.289,acoustic
Brandon Chase,Without Me,Without Me,0.664,0.301,acoustic
Aron Wright,You & Me (The Wildfire),You & Me (The Wildfire),0.506,0.24,acoustic
Sara Farell,Dancing With A Stranger,Dancing With A Stranger,0.595,0.18,acoustic
Zack Tabudlo,Pero,Pero,0.644,0.412,acoustic
Jonah Baker,Good 4 U (Acoustic),Good 4 U (Acoustic),0.607,0.178,acoustic
Greg Laswell,Three Flights From Alto Nido,And Then You,0.63,0.342,acoustic
Daniel Robinson,Here With Me (Acoustic),Here With Me - Acoustic,0.689,0.299,acoustic
Boyce Avenue,"Cover Sessions, Vol. 3",I'll Be There For You (Friends Theme),0.473,0.305,acoustic
Zack Tabudlo,Habang Buhay,Habang Buhay,0.62,0.668,acoustic
Gabrielle Aplin,Dear Happy,So Far so Good,0.751,0.565,acoustic
Colin & Caroline,More Than Gravity,More Than Gravity,0.62,0.468,acoustic
Andrew Belle,Fade into You,Fade into You,0.478,0.398,acoustic
Masaharu Fukuyama,東京にもあったんだ / 無敵のキミ,東京にもあったんだ,0.376,0.702,acoustic
Masaharu Fukuyama,5年モノ,あの夏も 海も 空も,0.403,0.631,acoustic
Bailey Jehl,21 Guns,21 Guns,0.44,0.119,acoustic
Canyon City,Midnight Waves,Waves,0.407,0.357,acoustic
Jonah Baker,Running Up That Hill (A Deal With God) [Acoustic],Running Up That Hill (A Deal With God) - Acoustic,0.385,0.134,acoustic
Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Poison's Gone,0.429,0.258,acoustic
Masaharu Fukuyama,残響,18 ~eighteen~,0.609,0.76,acoustic
Kina Grannis,Build Me Up Buttercup,Build Me Up Buttercup,0.721,0.0963,acoustic
The Mayries,#Acoustic,Umbrella - Acoustic Version,0.675,0.278,acoustic
Gabrielle Aplin,English Rain,Home,0.403,0.29,acoustic
Joshua Radin,The Ghost and the Wall,You're My Home,0.627,0.518,acoustic
Masaharu Fukuyama,vs.2013 ~知覚と快楽の螺旋~,vs.2013 ~知覚と快楽の螺旋~,0.403,0.925,acoustic
Ysabelle Cuevas,Ysabelle,I Like Me Better,0.449,0.209,acoustic
Jason Mraz,Waiting for My Rocket to Come,The Remedy (I Won't Worry),0.589,0.867,acoustic
Bailey Pelkman;Randy Rektor,Acoustic Duets,Something Stupid,0.789,0.261,acoustic
Ethan Loukas;Janine Teñoso,Hanap-Hanap,Hanap-Hanap,0.663,0.239,acoustic
John Frusciante,The Will To Death,The Will To Death,0.498,0.113,acoustic
Adam Christopher,Boulevard of Broken Dreams (Acoustic),Boulevard of Broken Dreams (Acoustic),0.586,0.149,acoustic
Kina Grannis,The Living Room Sessions Vol. 3,Can't Help Falling In Love,0.444,0.143,acoustic
Penny and Sparrow,Finch,Eloise,0.606,0.415,acoustic
Sonny Boy Williamson II,More Real Folk Blues,Help Me,0.745,0.436,acoustic
Shannon & Keast,Acoustic Love,Everytime We Touch (Acoustic),0.526,0.139,acoustic
Ray LaMontagne,Gossip In The Grain,Let It Be Me,0.614,0.283,acoustic
Mia Rollo,Saktong Akustik,Beer,0.473,0.493,acoustic
Boyce Avenue,"Cover Sessions, Vol. 2",Someone Like You,0.439,0.207,acoustic
Suy Galvez,Bossa Best,You've Got a Friend,0.665,0.487,acoustic
JJ Heller,This Little Light of Mine,This Little Light of Mine,0.534,0.26,acoustic
Takehara Pistol,GOOD LUCK TRACK,Amazing Grace,0.457,0.26,acoustic
Days N Daze,Rogue Taxidermy,Remnants of What People Used to Be,0.5,0.611,acoustic
AJJ,Christmas Island,Linda Ronstadt,0.448,0.516,acoustic
SANNA NORTH,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Unsteady - Acoustic Covers Versions of Popular Songs,0.699,0.343,acoustic
Brandi Carlile,Bear Creek,Heart's Content,0.564,0.209,acoustic
The Bridge City Sinners,Unholy Hymns,The Damned,0.404,0.577,acoustic
Pigeon Pit,Treehouse,Hot Knives,0.501,0.44,acoustic
Get Dead,Dancing with the Curse,Nickel Plated,0.461,0.893,acoustic
Adam Christopher,Peaches (Acoustic),Peaches - Acoustic,0.675,0.243,acoustic
A Great Big World,You,You,0.505,0.31,acoustic
Andrew Belle,Nightshade,Swimmers,0.547,0.599,acoustic
Kris Allen,Kris Allen,Live Like We're Dying,0.589,0.893,acoustic
Lúc,Somebody That I Used To Know,Somebody That I Used To Know,0.503,0.123,acoustic
Ben Woodward,Lost Without You,Lost Without You,0.611,0.534,acoustic
Masayoshi Yamazaki,HOME,"One more time, One more chance",0.55,0.408,acoustic
The Mayries,you broke me first,you broke me first,0.656,0.3,acoustic
Gabrielle Aplin,Never Be the Same,Skylight,0.524,0.566,acoustic
Edy Hafler,Game of Thrones,Game of Thrones,0.34,0.309,acoustic
The Perishers,Let There Be Morning (Bonus Track Version),Nothing Like You and I,0.598,0.291,acoustic
Mat Kearney,CRAZYTALK,Wanted Man,0.514,0.319,acoustic
The Mayries,Back To You,Back To You,0.448,0.256,acoustic
Masaharu Fukuyama,何度でも花が咲くように私を生きよう,何度でも花が咲くように私を生きよう,0.441,0.423,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Scared to Be Lonely,0.636,0.169,acoustic
Kurt Cobain,Montage Of Heck: The Home Recordings,Sappy - Early Demo,0.445,0.289,acoustic
Allman Brown,1000 Years,Ancient Light,0.435,0.208,acoustic
Sara Farell;Simon Samaeng,#Covers,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,0.656,0.349,acoustic
Andrew Foy;Renee Foy,Before You Go,Before You Go,0.609,0.0866,acoustic
Mat Kearney,Young Love,Ships In The Night,0.448,0.885,acoustic
Joshua Radin,We Were Here,Only You,0.545,0.255,acoustic
Sakura Fujiwara,SUPERMARKET,Waver,0.626,0.682,acoustic
JJ Heller,Missing Peace,Missing Peace,0.572,0.317,acoustic
Masaharu Fukuyama,聖域,聖域,0.368,0.871,acoustic
Canyon City,Midnight Waves,Firework,0.51,0.32,acoustic
Ray LaMontagne,Spotify Singles,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,0.55,0.334,acoustic
Eddie van der Meer,Anime Songs #3,"Sad Theme (From ""One Punch Man"")",0.487,0.162,acoustic
Gabrielle Aplin,Never Be the Same,Don't Know What I Want,0.309,0.349,acoustic
Gabrielle Aplin,Never Be the Same,Call Me,0.38,0.468,acoustic
Suy Galvez,Bossa Best,TRUE,0.716,0.525,acoustic
Boyce Avenue;Rachel Grae,I Can't Make You Love Me,I Can't Make You Love Me,0.407,0.222,acoustic
Tristan Prettyman,Cedar + Gold,Say Anything,0.657,0.43,acoustic
Matt Nathanson,Some Mad Hope,All We Are,0.534,0.492,acoustic
Joshua Hyslop,Ash & Stone,Gentle Heart,0.603,0.374,acoustic
Masaharu Fukuyama,Calling,All My Loving (Original Version),0.725,0.746,acoustic
Masayoshi Yamazaki,COVER ALL HO!,アンダルシアに憧れて,0.448,0.755,acoustic
Masaharu Fukuyama,想 -new love new world-,想 -new love new world-,0.595,0.879,acoustic
Drei Rana,Last Christmas,Last Christmas,0.686,0.285,acoustic
Trevor Hall,Chapter Of The Forest,Green Mountain State,0.693,0.367,acoustic
Maris Racal,Ate Sandali,Di Papakawalan,0.71,0.402,acoustic
The Weepies;Deb Talan;Steve Tannen,Hideaway,Can't Go Back Now,0.691,0.552,acoustic
Hanare Gumi,だれそかれそ,ウイスキーが、お好きでしょ,0.642,0.237,acoustic
Days N Daze,Show Me the Blueprints.,Ditches,0.48,0.77,acoustic
Eric Hutchinson,Sounds Like This,Outside Villanova,0.785,0.732,acoustic
Apes of the State,This City Isn't Big Enough,Timeline,0.668,0.304,acoustic
Gail Blanco,In Love With Bacharach,I'll Never Fall in Love Again,0.758,0.406,acoustic
